pdbID,start1,end1,start2,end2,mean.length,linker.length,ChainLength,repeat_cover,secondary.structure,CATH.codes,PfamFamily,PfamCL,Pfam2ratio,CE.Symm,CE.Symm_repeat,couple.count,symmetry,total_symmetry,swapping,cluster,foldseek_cluster
3f44.A,13,115,116,209,98.5,0,210,0.938095238095238,Alpha Beta,3.30.70.100,ABM,32,0.699300699300699,C2,C2,200,C2,C2,1,80,133
1vl4.A,0,95,96,209,105.0,0,429,0.48951048951049,Alpha Beta,3.30.2290.10,PmbA_TldD_M;PmbA_TldD,0,0.0,C1,C2,383,C2,C2,0,84,133
3n9h.A,0,94,95,209,105.0,0,655,0.320610687022901,Alpha Beta,3.10.450.40,Cu_amine_oxidN3;Cu_amine_oxidN2,47,2.85714285714286,C1,C1,0,else,else,0,51,134
1s9c.A,2,114,128,247,116.5,13,248,0.991935483870968,Alpha Beta,3.10.129.10,MaoC_dehydratas,50,0.0,C2,C2,180,C2,C2,0,53,134
1wnh.A,0,105,106,219,110.0,0,220,1.0,Alpha Beta,3.10.450.10,Latexin,121,0.0,C2,C2,286,C2,C2,0,53,134
1s72.E,0,77,78,171,86.0,0,172,1.0,Alpha Beta,3.90.930.12,Ribosomal_L6,0,0.0,C1,C1,0,else,else,0,45,135
3ps5.A,0,102,103,214,107.5,0,529,0.406427221172023,Alpha Beta,3.30.505.10;3.90.190.10,SH2,541,1.30548302872063,C1,R,0,else,else,0,51,135
4gwf.A,1,79,98,180,81.0,18,497,0.362173038229376,Alpha Beta,3.30.505.10,SH2,541,1.30548302872063,C1,R,0,else,else,0,67,135
3mwq.A,1,123,132,255,123.5,8,256,0.99609375,Alpha Beta,3.10.130.10,RnaseA,0,6.25,R,R,0,else,else,0,72,135
3oml.A,269,394,411,531,123.5,16,532,0.494360902255639,Alpha Beta,1.10.287.4290;3.10.129.10,MaoC_dehydratas,50,0.0,C1,C2,119,C2,C2,0,96,135
3pzf.A,18,220,221,361,172.0,0,369,0.932249322493225,Alpha Beta,2.30.39.10;3.30.497.10,Serpin,0,3.95480225988701,C1,C1,4,C2,C2,1,97,136
3mog.A,109,268,314,466,156.5,45,470,0.761702127659574,Alpha Beta,3.40.50.720;1.10.1040.50;3.30.750.190,3HCDH;3HCDH_N;3HCDH_RFF,63,1.10497237569061,C2,C2,838,C2,C2,0,42,137
1abe.A,1,125,131,268,131.5,5,305,0.878688524590164,Alpha Beta,3.40.50.2300,Peripla_BP_1;Peripla_BP_4,144,0.0,C2,C2,1160,C2,C2,1,48,137
3qi7.A,0,141,142,314,157.5,0,358,0.879888268156425,Alpha Beta,3.40.50.11400;3.40.50.11390,DUF3798,144,0.0,C1,C2,342,C2,C2,1,48,137
2ov1.A,0,142,143,259,130.0,0,260,1.0,Alpha Beta,3.40.50.1980,ZnuA,43,4.54545454545455,C1,C1,60,C2,C2,0,52,137
1pgj.A,174,297,316,443,126.0,18,478,0.564853556485356,Mainly Alpha,3.40.50.720;1.10.1040.10,6PGD,106,4.41176470588235,C2,C2,916,C2,C2,1,55,137
5b16.A,250,421,453,598,159.0,31,722,0.483379501385042,Mainly Alpha,-,-,0,,C1,C2,259,C2,C2,1,58,137
3t5v.B,38,201,202,322,142.5,0,450,0.633333333333333,Mainly Alpha,-,-,0,,C1,C1,0,else,else,0,59,137
1jr2.A,1,133,136,258,128.0,2,260,0.992307692307692,Alpha Beta,3.40.50.10090,HEM4,0,0.0,C2,C2,1444,C2,C2,1,80,137
2oez.A,8,57,58,107,50.0,0,241,0.4149377593361,Mainly Alpha,2.60.440.10;1.10.3900.10,ZapD,0,0.0,C1,C1,0,else,else,0,7,138
2gsc.A,1,55,56,110,55.0,0,113,0.973451327433628,Mainly Alpha,1.20.1440.60,23S_rRNA_IVP,0,0.0,D2,C1,16,C2,C2,1,14,138
3rko.J,22,56,57,116,47.5,0,168,0.56547619047619,Mainly Alpha,1.20.120.1200,Oxidored_q3,0,0.0,C1,C2,0,else,C2,0,16,138
2hs5.A,86,144,145,203,59.0,0,207,0.570048309178744,Mainly Alpha,1.10.10.10;1.20.120.530,FCD,388,0.0,C2,C2,267,C2,C2,0,63,138
2we7.A,1,89,92,184,91.0,2,343,0.536443148688047,Alpha Beta,-,XdhC_CoxI,0,4.34782608695652,C1,C2,144,C2,C2,0,41,139
5jpq.g,0,81,82,173,87.0,0,174,1.0,Alpha Beta,-,KH_8,7,2.94117647058824,C1,C1,0,else,else,0,45,139
2iiu.A,1,95,97,207,103.0,1,208,0.995192307692308,Mainly Alpha,1.20.58.220,PhoU_div,297,0.0,C2,C2,434,C2,C2,0,49,139
1vkw.A,11,122,123,216,103.0,0,217,0.949308755760369,Alpha Beta,3.40.109.10;3.40.109.30,TM1586_NiRdase,529,0.0,C2,C2,104,C2,C2,0,53,139
1dq3.A,133,221,232,319,88.5,10,454,0.411894273127753,Alpha Beta,2.170.16.10;3.10.28.10,Endonuc_subdom;LAGLIDADG_3;Hom_end,324,0.0,C1,C2,115,C2,C2,0,54,139
2z99.A,0,79,80,159,80.0,0,160,1.0,Mainly Alpha,1.10.10.10,SMC_ScpB,123,0.0,C1,C1,0,else,else,0,62,139
4iiw.A,0,75,76,168,84.5,0,304,0.555921052631579,Alpha Beta,3.30.1490.480,YceG,0,0.0,C1,C1,0,else,else,0,65,139
5hvq.C,0,79,80,177,89.0,0,236,0.754237288135593,Alpha Beta,3.90.1150.220;1.10.10.10,SMC_Nse1,123,0.0,C1,C1,0,else,else,0,65,139
3rpu.G,1,65,75,169,80.0,9,204,0.82843137254902,Mainly Alpha,1.10.10.2250,MukE,123,0.0,C1,C1,0,else,else,0,69,139
6k15.G,64,135,136,245,91.0,0,246,0.739837398373984,Alpha Beta,-,SNF5,0,1.5625,C1,C1,0,else,else,0,73,139
4zuz.A,207,319,320,407,100.5,0,857,0.234539089848308,Mainly Alpha,-,SidC_N,0,0.0,C1,C1,0,else,else,0,81,139
3bfj.A,197,260,263,347,74.5,2,382,0.395287958115183,Mainly Alpha,1.20.1090.10,Fe-ADH,224,0.909090909090909,C1,C1,0,else,else,0,88,139
4ags.A,1,212,226,437,212.0,13,445,0.982022471910112,Alpha Beta,3.40.30.10;1.20.1050.10,GST_C_5;GST_N_3;GST_N_2;GST_N;GST_C_2;Glutaredoxin,497,0.0,R,R,0,else,else,0,45,140
1qsa.A,0,207,208,444,222.5,0,618,0.720064724919094,Mainly Alpha,1.25.20.10;1.10.1240.20,SLT_L,0,0.0,C1,C1,0,else,else,0,56,140
4q47.A,34,197,206,394,176.5,8,513,0.703703703703704,Alpha Beta,3.40.50.300;1.10.10.10,Helicase_C;DEAD;RecQ_Zn_bind,23,0.108956199607758,C1,C1,0,else,else,0,60,140
3s9v.A,13,220,221,437,212.5,0,755,0.562913907284768,Mainly Alpha,1.50.10.130;1.50.10.160,Terpene_synth,0,10.6382978723404,C1,C2,503,C2,C2,1,90,140
3sks.A,23,67,68,112,45.0,0,544,0.165441176470588,Mainly Alpha,1.10.1370.30,-,0,,C1,C1,270,C2,C2,1,1,141
5w98.A,115,170,171,202,44.0,0,300,0.293333333333333,Mainly Alpha,-,Lant_dehydr_C,0,0.0,C1,C1,0,else,else,0,27,141
3j4t.F,18,122,123,245,114.0,0,414,0.550724637681159,Alpha Beta,-,-,0,,C1,C1,159,C2,C2,0,41,142
3npe.A,173,336,341,513,168.5,4,522,0.653256704980843,Alpha Beta,-,RPE65,0,2.75229357798165,C1,C1,101,C2,C2,0,42,142
2hoe.A,60,183,185,342,141.0,1,354,0.799435028248588,Alpha Beta,1.10.10.10;3.30.420.40,ROK,108,0.0,C1,C2,19,C2,C2,0,42,142
3d3u.A,9,134,172,319,137.0,37,387,0.803617571059432,Alpha Beta,3.40.1080.10;3.30.750.70;3.40.1080.20,AcetylCoA_hydro;AcetylCoA_hyd_C,246,0.0,C1,C1,6,C2,C2,0,42,142
1zcz.A,183,300,323,445,120.5,22,452,0.581858407079646,Alpha Beta,3.40.140.20,AICARFT_IMPCHas,109,4.54545454545455,C1,C2,26,C2,C2,0,42,142
1ry2.A,70,220,236,395,155.5,15,615,0.530081300813008,Alpha Beta,3.40.50.12780,AMP-binding;ACAS_N,378,33.6514223982715,C1,C2,917,C2,C2,0,42,142
4ehi.A,176,327,346,484,145.5,18,485,0.637113402061856,Alpha Beta,3.40.50.1380;3.40.140.20,AICARFT_IMPCHas,109,4.54545454545455,C1,C2,136,C2,C2,0,42,142
3sx6.A,1,114,145,282,126.0,30,421,0.669833729216152,Alpha Beta,3.50.50.100,Pyr_redox_2,63,3.58974358974359,C1,C1,25,C2,C2,0,42,142
3af5.A,234,377,405,573,156.5,27,638,0.532915360501567,Alpha Beta,3.60.15.10;3.40.50.10890,Beta-Casp;Lactamase_B_6;Lactamase_B,23,0.763358778625954,C1,C2,298,C2,C2,0,42,142
3gve.A,1,151,152,291,145.5,0,334,0.87125748502994,Alpha Beta,3.60.21.10,Metallophos;PGA_cap,163,0.767841011743451,C1,C2,501,C2,C2,0,42,142
3bbj.A,1,106,139,267,117.5,32,268,0.996268656716418,Mainly Beta,2.40.160.210,4HBT_3;4HBT,50,1.05263157894737,C2,C2,142,C2,C2,0,47,142
1bdh.A,56,174,175,306,125.5,0,338,0.742603550295858,Alpha Beta,1.10.260.40;3.40.50.2300,Peripla_BP_3;Peripla_BP_1;Peripla_BP_4,144,0.0,C2,C2,1494,C2,C2,1,48,142
1ebd.A,17,188,189,339,161.5,0,455,0.70989010989011,Alpha Beta,3.50.50.60,Pyr_redox_2;Pyr_redox;Pyr_redox_3;GIDA,63,3.58974358974359,C1,C1,491,C2,C2,1,48,142
1mo9.A,41,193,212,328,135.0,18,522,0.551724137931034,Alpha Beta,3.50.50.60;3.30.390.30,Pyr_redox_2;Pyr_redox;Pyr_redox_3,63,3.58974358974359,C1,C2,84,C2,C2,1,48,142
4ln9.A,0,131,132,280,140.5,0,281,1.0,Alpha Beta,3.10.129.110,PS-DH,50,9.52026775753068,R,R,82,C2,C2,0,52,142
1j5x.A,1,156,157,300,150.0,0,319,0.940438871473354,Alpha Beta,3.40.50.10490,SIS,67,3.54609929078014,C2,C2,288,C2,C2,0,52,142
2ddr.A,1,129,131,287,143.0,1,288,0.996527777777778,Alpha Beta,3.60.10.10,Exo_endo_phos,530,0.0,C2,C2,301,C2,C2,0,52,142
4fln.A,206,312,313,462,128.5,0,463,0.555075593952484,Alpha Beta,3.20.190.20,Trypsin_2;PDZ_2;PDZ_3;Trypsin,124,0.387221684414327,C1,C1,0,else,else,0,60,142
3a31.A,165,325,343,454,136.5,17,465,0.623655913978495,Alpha Beta,3.30.930.10;3.40.50.800,tRNA-synt_2b;HGTP_anticodon,40,0.0,C1,C1,0,else,else,0,60,142
1d7y.A,1,106,136,232,101.5,29,401,0.5785536159601,Alpha Beta,3.50.50.60,Pyr_redox_2;Pyr_redox;NAD_binding_8,63,3.58974358974359,C1,C1,0,else,else,0,73,142
2xr1.A,210,345,349,509,148.5,3,605,0.495867768595041,Alpha Beta,3.60.15.10;3.40.50.10890,Lactamase_B_6;Lactamase_B;Beta-Casp;Lactamase_B_2,381,0.0,C1,C2,298,C2,C2,0,96,142
3tbn.A,15,48,51,84,34.0,2,87,0.804597701149425,Mainly Beta,-,zf-CDGSH,0,1.92307692307692,C2,C2,36,C2,C2,1,13,143
2p9x.A,2,34,41,72,32.5,6,98,0.724489795918367,Mainly Alpha,1.10.1200.200,NitrOD5,0,0.0,C2,C2,78,C2,C2,0,0,144
3v7o.A,22,57,59,90,34.0,1,126,0.547619047619048,Mainly Alpha,1.20.120.1160,Transcript_VP30,0,0.0,C1,C2,80,C2,C2,0,0,144
5xf9.A,456,496,497,537,41.0,0,576,0.142361111111111,Mainly Alpha,-,NADH_4Fe-4S,0,0.87719298245614,C1,C1,27,C2,C2,1,5,144
7d0i.B,261,293,294,326,33.0,0,424,0.155660377358491,Mainly Alpha,-,ATG9,0,5.26315789473684,C1,C2,71,C2,C2,0,5,144
3v9r.A,0,40,41,81,41.0,0,88,0.931818181818182,Mainly Alpha,1.10.20.10,CENP-S;CENP-T_C,12,0.0,C1,C2,0,else,C2,0,19,144
6ff4.Y,4,46,47,89,43.0,0,95,0.905263157894737,Mainly Alpha,1.20.1390.10,PWI,0,0.0,C1,C1,57,C2,C2,0,19,144
2vkj.A,1,39,42,82,40.0,2,106,0.773584905660377,Mainly Alpha,1.20.58.2030,-,0,,C1,C1,0,else,else,0,22,144
6s7o.C,7,39,42,74,33.0,2,78,0.871794871794872,Mainly Alpha,-,Ost5,0,0.0,C2,C2,213,C2,C2,0,38,144
6t5a.A,22,58,59,95,37.0,0,96,0.770833333333333,Mainly Alpha,-,Herpes_UL51,0,0.0,C1,C2,36,C2,C2,0,38,144
6t7j.B,242,390,407,619,181.0,16,632,0.598101265822785,Alpha Beta,-,Prismane,0,4.0,C1,C2,237,C2,C2,0,42,145
3w0l.B,37,269,274,480,220.0,4,598,0.74247491638796,Alpha Beta,3.40.50.10490;3.40.50.12620,-,0,,C2,C2,653,C2,C2,1,48,145
1r7r.A,178,438,450,681,246.5,11,683,0.73792093704246,Alpha Beta,3.10.330.10;3.40.50.300;1.10.8.60,AAA;AAA_lid_3;RuvB_N;AAA_2;AAA_5,23,1.21795615357847,C1,R,0,else,else,0,89,145
2o1s.A,0,230,231,409,205.0,0,536,0.764925373134328,Alpha Beta,3.40.50.970,DXP_synthase_N;Transket_pyr;TPP_enzyme_C;E1_dh,254,3.33333333333333,C1,C1,1,C2,C2,0,89,145
3bjx.A,19,143,170,298,127.0,26,311,0.90032154340836,Mainly Alpha,-,DehI,0,0.0,C2,C2,942,C2,C2,1,58,146
3wj8.A,4,128,157,285,127.0,28,298,0.946308724832215,Mainly Alpha,-,-,0,,C2,C2,1266,C2,C2,1,58,146
1mky.A,0,160,161,320,160.5,0,408,0.786764705882353,Alpha Beta,3.40.50.300,MMR_HSR1;GTP_EFTU;FeoB_N;PduV-EutP,23,0.598802395209581,C1,C1,0,else,else,0,60,146
5gar.N,385,489,490,610,113.0,0,619,0.365105008077544,Mainly Alpha,-,-,0,,C1,C1,0,else,else,0,81,146
3sqn.A,148,281,282,380,116.5,0,468,0.497863247863248,Mainly Alpha,1.10.1790.40;1.10.1790.30,ssDNA_DBD,0,0.0,C1,C1,0,else,else,0,81,146
5uk5.B,188,219,220,262,37.5,0,308,0.243506493506494,Mainly Beta,-,DSL,1,0.63913470993117,C1,C1,0,else,else,0,11,147
3wvt.A,12,49,50,87,38.0,0,102,0.745098039215686,Mainly Beta,2.10.50.10,-,0,,C1,C1,0,else,else,0,31,147
4gr2.A,11,47,48,84,37.0,0,110,0.672727272727273,Mainly Alpha,1.10.1200.210,RbcX,0,0.0,C1,C1,58,C2,C2,0,0,148
2g3v.A,11,55,56,100,45.0,0,161,0.559006211180124,Mainly Alpha,1.20.120.1140,CagS,0,0.0,C1,C1,168,C2,C2,0,0,148
2iaz.A,12,56,57,101,45.0,0,108,0.833333333333333,Mainly Alpha,1.20.1500.10,Com_YlbF,0,0.0,C2,C2,184,C2,C2,0,0,148
3nrh.A,93,124,125,156,32.0,0,158,0.40506329113924,Mainly Alpha,1.20.120.1550,DUF5063,0,0.0,D2,C2,38,C2,C2,0,1,148
3glf.B,254,295,300,337,40.0,4,364,0.230769230769231,Mainly Alpha,1.20.272.10,DNA_pol3_gamma3,604,0.0,C1,C1,96,C2,C2,0,1,148
4c90.A,500,539,540,579,40.0,0,822,0.097323600973236,Mainly Alpha,1.20.58.2150,-,0,,C1,C2,111,C2,C2,0,1,148
1hjr.A,28,60,61,93,33.0,0,158,0.417721518987342,Mainly Alpha,3.30.420.10,RuvC,219,0.0,C1,C1,2,C2,C2,0,1,148
1a4s.A,64,96,97,129,33.0,0,503,0.131212723658052,Mainly Alpha,3.40.605.10,Aldedh,99,4.03337969401947,C1,C1,12,C2,C2,0,1,148
1rq0.A,1,40,41,80,40.0,0,319,0.250783699059561,Mainly Alpha,6.10.140.160,-,0,,C1,C1,9,C2,C2,0,1,148
2wb7.A,398,430,431,463,33.0,0,525,0.125714285714286,Mainly Beta,-,-,0,,C1,C2,20,C2,C2,0,4,148
3pxi.A,332,376,377,421,45.0,0,708,0.127118644067797,Mainly Alpha,-,AAA_lid_9,671,0.72463768115942,C1,C1,39,C2,C2,0,5,148
4g32.A,67,103,104,140,37.0,0,630,0.117460317460317,Mainly Alpha,-,-,0,,C1,C1,114,C2,C2,0,5,148
6yjj.A,62,106,107,151,45.0,0,320,0.28125,Mainly Alpha,-,DUF1394,0,0.0,C1,C2,85,C2,C2,0,5,148
4abm.A,2,39,41,78,38.0,1,79,0.974683544303797,Mainly Alpha,1.10.287.1060,Snf7,235,0.440528634361234,C2,C2,335,C2,C2,0,19,148
4ryi.A,35,79,80,124,45.0,0,151,0.596026490066225,Mainly Alpha,-,TspO_MBR,0,0.0,C1,C1,0,else,else,0,22,148
2ntx.A,78,119,120,169,46.0,0,314,0.292993630573248,Alpha Beta,1.20.58.2010,PRONE,0,8.33333333333333,C1,C2,61,C2,C2,0,24,148
4jx2.A,75,102,103,170,48.0,0,402,0.238805970149254,Alpha Beta,6.10.250.2710,DUF5624,0,0.0,C1,C2,58,C2,C2,0,24,148
1xnx.A,121,148,149,198,39.0,0,232,0.336206896551724,Mainly Alpha,1.10.565.10,-,0,,C1,C1,0,else,else,0,27,148
1vmg.A,15,46,47,78,32.0,0,83,0.771084337349398,Mainly Alpha,1.10.287.1080,MazG;PRA-PH,231,0.0,C1,C1,84,C2,C2,0,28,148
3n27.A,6,36,40,70,31.0,3,73,0.89041095890411,Mainly Alpha,1.10.287.770,Fusion_gly,595,0.0,C2,C2,200,C2,C2,0,28,148
1qys.A,10,46,47,83,37.0,0,92,0.804347826086957,Alpha Beta,3.30.1710.10,-,0,,C1,C1,0,else,else,0,31,148
6lqo.H,11,46,52,87,36.0,5,91,0.846153846153846,Mainly Alpha,-,Herpes_U44,0,0.0,C2,C2,228,C2,C2,0,38,148
1pu6.A,58,100,101,143,43.0,0,217,0.3963133640553,Mainly Alpha,1.10.340.30,HhH-GPD;HHH,198,0.0,C1,C1,12,C2,C2,0,1,149
4ad7.A,85,124,125,164,40.0,0,358,0.223463687150838,Mainly Alpha,-,Glypican,644,9.09090909090909,C1,C1,0,else,else,0,27,149
4n20.A,2,124,125,293,146.0,0,639,0.456964006259781,Mainly Beta,2.60.40.1860;2.60.40.1700,PAD_M;PAD_N,73,4.76190476190476,C1,C1,0,else,else,0,40,150
4apm.A,41,173,175,274,116.5,1,339,0.690265486725664,Alpha Beta,3.50.4.10,AMA-1,168,0.0,C1,C1,35,C2,C2,0,41,150
4be5.A,1,104,114,223,107.0,9,224,0.995535714285714,Mainly Beta,2.60.40.3880,-,0,,C2,C2,20,C2,C2,0,47,150
5jtv.A,349,434,442,541,93.0,7,564,0.342198581560284,Alpha Beta,-,UCH,125,1.23348017621145,C1,C1,0,else,else,0,51,150
1bml.C,2,110,119,225,108.0,8,318,0.70440251572327,Alpha Beta,3.10.20.180,Staphylokinase,72,0.0,C1,C1,0,else,else,0,73,150
6eon.A,331,465,466,593,131.5,0,754,0.348806366047745,Alpha Beta,-,-,0,,C1,C1,582,C2,C2,1,79,150
6iom.A,0,95,96,190,95.5,0,191,1.0,Mainly Beta,-,UPAR_LY6,117,18.75,C2,C2,249,C2,C2,0,95,150
4b6i.A,2,42,43,83,41.0,0,100,0.82,Mainly Alpha,1.20.120.1620,Tai4,0,0.0,C1,C1,0,else,else,0,22,151
1iw0.A,1,84,85,174,87.0,0,207,0.840579710144927,Mainly Alpha,1.20.910.10,Heme_oxygenase,230,2.5,C2,C2,807,C2,C2,1,78,152
1ct9.A,233,302,307,427,95.5,4,498,0.391566265060241,Alpha Beta,3.40.50.620,Asn_synthase,39,4.89510489510489,C1,R,743,C2,C2,1,79,152
4cso.A,1,107,109,211,105.0,1,216,0.976851851851852,Alpha Beta,-,DUF5752,0,0.0,C2,C2,679,C2,C2,1,97,152
4ecg.A,153,205,206,236,42.0,0,368,0.228260869565217,Mainly Alpha,1.20.1420.20,Peptidase_M75,0,0.0,C1,C1,0,else,else,0,27,153
4fm4.A,49,103,104,158,55.0,0,206,0.533980582524272,Alpha Beta,3.90.330.10,NHase_alpha,0,0.0,C1,C2,140,C2,C2,1,18,154
4gwp.B,160,255,256,321,81.0,0,492,0.329268292682927,Mainly Alpha,-,Med17,0,0.0,C1,C1,3,C2,C2,0,99,155
4gyr.A,15,41,42,84,35.0,0,461,0.151843817787419,Mainly Alpha,3.90.1300.10,Amidase,0,0.474308300395257,C1,C1,37,C2,C2,0,1,156
4ijj.A,15,62,63,110,48.0,0,129,0.744186046511628,Mainly Alpha,1.20.120.910,-,0,,C1,C2,113,C2,C2,0,16,157
1hx8.A,152,200,201,249,49.0,0,270,0.362962962962963,Mainly Alpha,1.20.58.150,ANTH,9,2.18978102189781,C1,C1,106,C2,C2,1,29,157
3o9o.A,1,39,40,80,40.0,0,92,0.869565217391304,Mainly Alpha,1.10.287.1060,WXG100,352,0.0,C2,C2,299,C2,C2,1,28,158
4iyh.A,5,36,45,75,31.5,8,81,0.876543209876543,Mainly Alpha,1.10.287.850,WXG100,352,0.0,C2,C2,52,C2,C2,0,28,158
2q2g.A,1,83,89,162,78.5,5,176,0.920454545454545,Mainly Beta,2.60.260.20,DnaJ_C,0,0.371747211895911,C1,C1,0,else,else,0,40,159
7cmg.A,233,320,321,368,68.0,0,487,0.279260780287474,Mainly Beta,-,GldM_C,0,0.0,C1,C1,0,else,else,1,50,159
6ie4.A,1,71,75,133,65.0,3,137,0.970802919708029,Mainly Beta,-,Agenet,49,4.63917525773196,C2,C2,35,C2,C2,0,61,159
4j80.A,104,175,176,247,72.0,0,271,0.531365313653137,Alpha Beta,1.10.287.110;2.60.260.20,DnaJ_C,0,0.371747211895911,C1,C1,0,else,else,0,65,159
3jrt.A,0,46,47,93,47.0,0,166,0.566265060240964,Mainly Alpha,1.20.120.1060,-,0,,D2,C2,177,C2,C2,0,16,160
4jd9.A,0,28,29,78,39.5,0,118,0.669491525423729,Mainly Alpha,1.10.238.20,-,0,,C1,C1,0,else,else,0,22,160
3v8u.A,1,296,303,530,262.0,6,532,0.996240601503759,Mainly Beta,2.40.128.250;2.40.160.90;2.40.128.240,TbpB_B_D;TbpB_C;TbpB_A,193,0.0,C1,C1,7,C2,C2,0,47,161
4r4x.A,179,364,371,534,175.0,6,544,0.654411764705882,Alpha Beta,2.60.120.1570;2.60.120.230,N-glycanase_N;N-glycanase_C,612,0.0,C1,C1,0,else,else,1,48,161
6b9r.A,3,224,225,435,216.5,0,442,0.979638009049774,Alpha Beta,-,HTH_26,123,0.0,C2,C2,1284,C2,C2,0,64,161
4j7g.A,15,229,231,439,212.0,1,448,0.948660714285714,Alpha Beta,3.90.79.40,Hexose_dehydrat,261,25.0,C2,C2,980,C2,C2,0,64,161
7js4.A,554,729,777,952,176.0,47,953,0.418677859391396,Alpha Beta,-,Peptidase_M60,126,0.0,C1,C1,0,else,else,0,72,161
2ygl.A,1,167,183,349,167.0,15,351,0.994301994301994,Mainly Beta,2.60.120.1060,NPCBM,202,2.9616724738676,C1,C1,0,else,else,0,76,161
4jqt.A,1,190,219,429,200.5,28,431,0.995359628770302,Mainly Beta,2.60.120.560,DUF1080,4,0.0,C1,C1,0,else,else,0,76,161
3j26.A,25,274,280,467,219.0,5,508,0.872047244094488,Mainly Beta,-,-,0,,C1,C1,0,else,else,0,82,161
2wsa.A,20,209,219,393,182.5,9,411,0.909975669099757,Alpha Beta,3.40.630.170,NMT;NMT_C,257,0.0,C2,C2,600,C2,C2,1,97,161
6q6b.B,2,59,60,117,58.0,0,118,0.983050847457627,Mainly Alpha,-,DUF326,0,8.69565217391304,C1,C1,28,C2,C2,0,49,162
4fdy.A,0,83,84,123,62.0,0,295,0.420338983050847,Mainly Alpha,1.10.530.10,Lysozyme_like,37,0.0,C1,C1,0,else,else,0,88,162
4jza.A,189,252,253,308,60.0,0,817,0.1468788249694,Mainly Alpha,1.10.520.60,PI_PP_I,0,0.0,C1,C2,368,C2,C2,1,98,162
3hrd.D,78,118,119,159,41.0,0,160,0.5125,Mainly Alpha,3.10.20.30;1.10.150.120,Fer2_2,486,3.21100917431193,C1,C2,0,else,C2,1,0,163
4k80.A,40,67,68,123,42.0,0,209,0.401913875598086,Mainly Alpha,1.10.3520.10,GLTP,0,0.0,C1,C1,18,C2,C2,0,1,163
3ky9.A,247,291,292,319,36.5,0,530,0.137735849056604,Mainly Alpha,1.20.900.10,RhoGEF,0,0.27002700270027,C1,C1,36,C2,C2,0,1,163
4q5g.A,6,41,42,77,36.0,0,99,0.727272727272727,Mainly Alpha,1.10.132.110,SAA,0,8.33333333333333,C1,C1,0,else,else,0,22,163
4nn5.B,0,88,89,196,98.5,0,197,1.0,Mainly Beta,2.60.40.1870;2.60.40.10,FN3_7,159,0.0,C1,C1,0,else,else,0,40,164
2hcz.X,15,133,142,211,94.5,8,242,0.814049586776859,Mainly Beta,2.40.40.10;2.60.40.760,Expansin_C;DPBB_1,159,6.41025641025641,C1,C1,34,C2,C2,0,41,164
3eq2.A,164,261,262,365,101.0,0,366,0.551912568306011,Alpha Beta,3.60.40.10,SpoIIE,238,0.0,C1,C2,361,C2,C2,0,41,164
5nb0.A,1,109,110,223,111.5,0,225,0.991111111111111,Mainly Beta,2.170.240.10,C4,56,0.295818206265967,R,R,2,C2,C2,0,47,164
1i8d.A,0,102,103,192,96.5,0,206,0.936893203883495,Mainly Beta,2.40.30.20,Lum_binding,76,0.0,C2,C2,111,C2,C2,0,47,164
2ymo.A,0,120,121,204,102.5,0,221,0.927601809954751,Mainly Beta,2.60.40.2860,s48_45,0,66.6666666666667,C1,C1,10,C2,C2,0,47,164
6eus.A,166,246,247,327,81.0,0,346,0.468208092485549,Mainly Beta,-,DcaP,193,0.0,C1,R,0,else,else,0,50,164
4d64.A,142,233,234,312,85.5,0,352,0.485795454545455,Mainly Beta,2.40.160.10,Porin_1,193,0.0,C1,R,0,else,else,0,50,164
4kh9.A,164,242,243,342,89.5,0,361,0.49584487534626,Mainly Beta,2.60.40.3870;2.60.40.1930;2.60.120.1370,DUF4785,0,0.0,C1,C1,0,else,else,0,50,164
1wv3.A,8,77,79,167,79.5,1,186,0.860215053763441,Mainly Beta,2.60.200.20,FtsK_SpoIIIE_N,357,0.0,C1,C1,2,C2,C2,0,70,164
2gu1.A,0,87,88,193,97.0,0,324,0.598765432098765,Alpha Beta,3.10.450.350,Csd3_N2;OapA,187,0.0,C1,C1,0,else,else,0,73,164
4a5v.A,6,77,79,153,73.5,1,161,0.919254658385093,Alpha Beta,-,PAN_1;PAN_4,168,14.3448275862069,R,C1,22,C2,C2,0,77,164
4kks.A,27,65,66,104,39.0,0,275,0.283636363636364,Mainly Beta,2.40.420.20;2.40.30.170;2.40.50.100,-,0,,C1,C2,103,C2,C2,1,4,165
3u28.C,2,36,37,78,38.5,0,92,0.83695652173913,Mainly Beta,2.40.10.230,Gar1,575,0.0,C2,C2,50,C2,C2,1,13,165
4jiv.D,7,43,44,80,37.0,0,93,0.795698924731183,Mainly Beta,2.60.200.60,PAAR_motif,0,4.0,R,C1,0,else,else,1,20,165
2aho.B,0,47,48,78,39.5,0,259,0.305019305019305,Alpha Beta,2.40.50.140,S1,21,1.22994652406417,C1,C2,103,C2,C2,1,21,165
2d9r.A,1,41,42,82,41.0,0,85,0.964705882352941,Mainly Beta,2.40.30.100,DUF1905,0,0.0,C2,C2,159,C2,C2,1,32,165
1ghj.A,1,39,43,76,36.5,3,79,0.962025316455696,Mainly Beta,2.40.50.100,Biotin_lipoyl,105,1.76565008025682,C2,C2,67,C2,C2,1,32,165
